Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Labels
Commissariat de police d'Argenteuil,Je met 3 étoiles car dans la cellule il n'y avait pas de chauffage la couverture était chaude. Les coups de matraque était bon. La nourriture il pouvait s'améliorer 1 yaourt et de l'eau. Mais sinon le surveillant très correcte avec des ta geule de temps en temps. Merci pour la visite. Les menotte pas trop serrer.,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Neutre
Commissariat de police d'Argenteuil,"Quand tu appelle le matin pour avoir Monsieur X, que ce Monsieur te demande de la rappeler l’après midi. Que tu rappelle l’après midi et que personne ne connaît cette personne et que du coup dans l’impossibilité de le joindre ! Chapeau les …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"L’agent auprès duquel j’ai réalisé ma déposition suite à un vol, ne l’a pas validé sans même m’en avertir: c’est de l’abus de faiblesse doublé d’une incompétence patente. …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 9 mois, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,Deux fois que je viens avec une ordonnance en règle pour une pharmacie de garde et ils ont le culot de me dire «nous n’avons pas l’adresse allez à sartrouville » je vais à sartrouville et ils me disent que c’est au commissariat d’Argenteuil …,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 8 mois, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,Je reviens il y'a quelque minutes du commi. D Argenteuil pire exemperience de ma vie. Un agent de police désagréable hautain portant un jugement sociale m'a littéralement cassé en public.  Enceinte de 8mois à refuser de m ouvrir la porte …,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"L'agent à l'accueil du Commissariat, non policier, est juste exécrable et très désagréable. Il faudrait qu'elle apprenne la courtoisie et l'empathie. Tout le monde n'est pas disponible la journée ! Nous ne venons pas par plaisir et quand je …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"cer jetait avec reda et karim wallah on n’a trop dehek dans la cellule .
Que on tmeneker avec les shmith y avait le démon.
De plus quand il nous on ramener en voiture au commissariat y bourriner la route …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,Des jeunes recrues certainement mal formé en école de police degaine   le tazeur pour un oui ou un non voilà comment déclencher des émeutes dans les banlieues bravo l'expérience passe aucune évolution qui plus est les  gardes a  vu a tort …,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"J'ai effectué une préplainte sur internet pour obtenir un RDV, une personne me rappel et me propose de passer maintenant car il n'y a pas d'attente.
J'arrive 10 minutes plus tard pour apprendre que cette personne est partie …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Lors d'un problème vraiment grave, la police d'Argenteuil à été très efficace et humainement très à l'écoute. J'ai même été rappelée pour un suivi et des conseils. …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Positif
Commissariat de police d'Argenteuil,"Infirmière venue déposer plainte pour un vol très mal reçue de la personne à  l'accueil ... pas compréhensive du tout, aucune empathie,si elle ne supporte pas le public qu'elle change de poste ... heureusement qu'elle sera mieux accueillie à l'hôpital quand elle viendra se faire vacciner !","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,Aucune intervention constatée une heure après avoir appeler pour tapage nocturne dans une rue située seulement à 700 mètres du commissariat. Inutile,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 10 mois, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Une bande d' incompétent.
J appelle pour savoir où est la pharmacie de garde (m fille sortie de l'hôpital).  On me demande de venir au commissariat (15 mn en voiture)  avec ordonnance, …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Très agréable accueil, j’ai été la bas pour porter plainte car une bdh m’a voler tout mes mec, très très surprise de l’ambiance agréable du son du commissariat « tu veut mon zizi, oui oui oui » j’aime beaucoup, je recommande fortement aller y 😍😍😍😍 …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,Positif
Commissariat de police d'Argenteuil,Tenté de joindre désespérément le dimanche 16.29 aucune réponse...et c'est une ville de 100000 habitants …,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 7 mois, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"vraiment des incapable, 1 ans pour retrouver une voiture voler sur argenteuil avec des caméras de surveillance, 1 ans pour la retrouver à 500 métres dans un parking d'un centre comercial... et nous dire temps pis on plus voir les caméras de …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"J’ai déposé plainte contre x dans ce commissariat après avoir été percutée par une voiture en tant que piéton
Plus de 2 ans après ....Je n’ai jamais eu aucun retour de leur part ni …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Lit garde à vue très confortable
Et personnel très à l’écoute,
je recommande …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,Positif
Commissariat de police d'Argenteuil,"Je suis assis dans l'accueil du commissariat depuis plus de deux heures, uniquement pour récupérer un bon de sortie de véhicule en fourrière..et en attendant j'entendais toutes les plaintes et toutes les mains courantes ! Chapeau la transparence..","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Désagréable au téléphone, pas beaucoup d'empathie pour les victimes, pas de nouvelles, aucun retour, obligé de courir après, tomber sur le répondeur... Je n'ai pas encore fini de me plaindre. Très décevant.","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Je ne recommande pas l'hôtel de police d'Argenteuil.

Staff peu jovial. …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Alors pour commencer jetait avec reda et karim wallah on n’a trop dehek dans la cellule .
Que on tmeneker avec les shmith y avait le démon. …","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Je suis passé au commissariat pour déposer plainte j'étais seul dans le hall y avait aucune victime j'ai attendu 2h sans aucunes informations de la part de l'agent de garde  vaincu par l'attente j'ai fini par abandonné
C'est dommage","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Escape game un peu trop réaliste… Les menottes étaient trop serrées, le personnel a pris des photos et mes empruntes en revanche le brunch était délicieux","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Accueil téléphonique exécrable, se croit au-dessus des lois et se permet de mettre fin à la communication sans même attendre que j'ai terminé. Voilà comment salir l'image des forces de l'ordre.","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Malheureusement le temps d attente était très long. Parcontre, officier de police judiciaire chez qui j’ai déposé plainte était très sympathique","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Neutre
Commissariat de police d'Argenteuil,"Je suis sans voix pour la première fois que je laisse un commentaire.Les gens sont sympas bien organisés, souriants et surtout  à l'écoute. Je me sentais en sécurité. Merciii infiniment","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Positif
Commissariat de police d'Argenteuil,"Une bande de bras cassés au service de la société ! Éviter d'aller sonner chez eux, moins ils ont de travail mieux ils se portent, vous leur rendrez service !","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"la provocation et de la mal traitance, ne respect pas l'article 5 ça mérite mois de 0 , personnelle en dehors de la réalité on se demande de quelle village sont venu  !! La plus nulle police d'Ile de France","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,5 étoile !!!! Vous y aller une foi pour déposer plainte; plus jamais vous y retourner...une journée  d attente pour 3ligne à écrire.bravo...,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Positif
Commissariat de police d'Argenteuil,Attendu presque 2h pour poser une main courante qui a été minimisé alors que mon problème est sérieux ! Allez ailleurs,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,Au secours dépôt d une plainte arrivée à 17h00 toujours pas passé à 20h00 pas d heure communiquée de passage,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"Superbe accueil, politesse et professionnalisme sont au rendez-vous

Il manque juste le café, belle hôtel de police en tout cas.","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Positif
Commissariat de police d'Argenteuil,"Ils répondent jamais au téléphone et ils se permettent de me couper, arrêtez de croire que vous êtes au dessus des lois redescendez un peu, le peuple est roi","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,"attention ils font des bavures une vraie milice
Très grave!!! Et inadmissible","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,Attente infernale ont nous traite comme des animaux,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Positif
Commissariat de police d'Argenteuil,Abus de pouvoir. Contrôle abusif au faciès ! N’ont strictement rien à faire de leurs journées.,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,RENDEZ NOUS MOURAD,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,Fuyez ces gens !,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,Le summum de l'incompétence,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Commissariat de police d'Argenteuil,Une honte ...,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Police Nationale,"Accueil téléphonique agréable. J'appelais pour faire une procuration pour les élections.
Arrivée sur place : la personne qui répond à l'interphone n'est absolument pas agréable. On ne comprends pas tout et on se fait presque hurler dessus quand on rappelle pour comprendre.
Dedans : je vais directement m'assoir en salle d'attente comme hurlé par le Monsieur de l'interphone. Je comprends au bout de 10minutes qu'il faut que je me présente à l'accueil. Le monsieur de l'accueil a 3te très aimable. Merci a ce monsieur .
Validation rapide de la procuration preparee sur internet.","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
Police Nationale,Il leur arrive de mettre leur sirène de voiture très tard le soir ou très tôt le matin. Pas sympa de réveiller toute la ville. …,"36 bis Rue Rivay, 92300 Levallois-Perret",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Négatif
Police Nationale,"J'ai appelé le 17 pour un tapage, le Monsieur était très sympathique et très bienveillant et m'a réorienter vers le commissariat de police de Levallois Perret,  une dame du dit commissariat m'a appelé pour avoir plus de précisions , je lui …","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Positif
Police Nationale,"Avis très positif (policiers hommes/femmes) J ai travaillé des années de par mon ancien métier avec la police ferroviaire(suge), police,SAMU,pompiers,(accidents de personnes/incivilités en gare,rackets,agressions....) Sur Levallois-Perret, …","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Positif
Police Nationale,"Intercepté à bord de mon véhicule par la BAC de Levallois en fin d’après-midi, l’opération s’est très bien passée. Brigade très professionnelle, respectueuse et respectable, je retournerai sans hésiter à Levallois afin de les recroiser.
À très vite !","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,Positif
Police Nationale,"D'habitude efficace mais hier jeunes policiers débutants pas très axés sur la psychologie, j'aurais souhaité des professionnels plus mûrs","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,Neutre
Police Nationale,"Excellent accueil et efficace. A l'entrée, on m'a demandé l'objet de ma visite. A l'intérieur, tout était clairement exprimé.
Par téléphone, idem.","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Positif
Police Nationale,"Je l’impression de parler avec des animaux pas avec le force de l’ordre. Aucun respect, j’aimerai bien parler à ce jeune quand ils sont en civile)","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Ile-de-France,48.6443057,2.7537863,Négatif
