Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Processing,Labels,Topics
Commissariat de Police Nationale,30 minutes d’attente pour faire valider une procuration. Ça en dissuaderait plus d’un de voter ! On était 10 à attendre. Personne pour remplacer la dame de l’accueil pendant sa pause.,"46 Av. du Président Salvador Allende, 77100 Meaux",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['minutes', 'attente', 'faire', 'valider', 'procuration', 'ça', 'dissuaderait', 'plus', 'voter', 'attendre', 'personne', 'remplacer', 'dame', 'accueil', 'pendant', 'pause']",Négatif,minutes attente faire valider
Commissariat de Police Nationale,Endroit sale on y mange mal j'ai passer 96h là-bas les matelas inconfortable la nourriture froide sans oublier les brique de jus brici très chaude le plafond plein de condensation,"46 Av. du Président Salvador Allende, 77100 Meaux",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['endroit', 'sale', 'mange', 'mal', 'passer', 'là', 'bas', 'matelas', 'inconfortable', 'nourriture', 'froide', 'sans', 'oublier', 'brique', 'jus', 'brici', 'très', 'chaude', 'plafond', 'plein', 'condensation']",Négatif,endroit sale mange mal
Commissariat de Police Nationale,"Dépôt plainte infantilisante
Enquête bâclé
Une perte de temps et d'énergie.
C'est affligeant","46 Av. du Président Salvador Allende, 77100 Meaux",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['dépôt', 'plainte', 'infantilisante', 'enquête', 'bâclé', 'perte', 'temps', 'énergie', 'affligeant']",Négatif,dépôt plainte infantilisante enquête
Commissariat de Police Nationale,Ne répond pas au tel !,"46 Av. du Président Salvador Allende, 77100 Meaux",il y a 10 mois, Ile-de-France,48.6443057,2.7537863,"['répond', 'tel']",Négatif,répond tel
Commissariat de Police Nationale,Pas de personnel pour prendre les plaintes.,"46 Av. du Président Salvador Allende, 77100 Meaux",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['personnel', 'prendre', 'plaintes']",Négatif,personnel prendre plaintes
Commissariat de Police Nationale,Que dû poulet,"46 Av. du Président Salvador Allende, 77100 Meaux",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['dû', 'poulet']",Négatif,dû poulet
Police Nationale,Incroyable.. Je me présente pour déposer une plainte.. Contre la mère de mon fils.. Ses insultes.. Ménace.. Harcèlement.. Qui néglige les gardes et ce fou royalement du devoir parental.. Ont me dis si votre fils est majeur pourquoi il Porte pas plainte ?? 👀👀Choqué demi tour …,"32 Bd Carnot, 78110 Le Vésinet",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,"['incroyable', 'présente', 'déposer', 'plainte', 'contre', 'mère', 'fils', 'insultes', 'ménace', 'harcèlement', 'néglige', 'gardes', 'fou', 'royalement', 'devoir', 'parental', 'dis', 'si', 'fils', 'majeur', 'pourquoi', 'porte', 'plainte', 'choqué', 'demi', 'tour']",Négatif,plainte fils incroyable présente
Police Nationale,"FESTIVAL ELEKTRIC PARK 2022(03/08/22.) À CHATOU ....donc aura t on le droit de dormir ce soir..
Nous sommes à qq km de ce festival.
Le 25 août 22, il y a eu aussi de la musique au niveau sonore exacerbé 😤 😠😩 dans la soirée jusqu'à 4h30 du matin .
Donc des WE , où ils fait chaud ,donc fenêtre ouverte.
Donc la tolérance oui...pour la journée.
Mais pas de 23h à 4h30. Nous avons tous des vie privée et un besoin de ce détendre et de se reposer.
Nous avons appelé la police nationale sans succès..de résultats...par rapport au niveau sonore de cette musique.","32 Bd Carnot, 78110 Le Vésinet",il y a 8 mois, Ile-de-France,48.6443057,2.7537863,"['festival', 'elektric', 'park', 'chatou', 'donc', 'droit', 'dormir', 'soir', 'qq', 'km', 'festival', 'août', 'aussi', 'musique', 'niveau', 'sonore', 'exacerbé', 'soirée', 'jusqu', 'matin', 'donc', 'où', 'fait', 'chaud', 'donc', 'fenêtre', 'ouverte', 'donc', 'tolérance', 'oui', 'journée', 'tous', 'vie', 'privée', 'besoin', 'détendre', 'reposer', 'appelé', 'police', 'nationale', 'sans', 'succès', 'résultats', 'rapport', 'niveau', 'sonore', 'cette', 'musique']",Négatif,donc festival musique niveau
Police Nationale,"Incapable de taper une adresse exacte dans ce commissariat,  Ce qui a causé du tort dans mon dossier !! J'aurais dû tout  relire mais sincèrement on a pas envie de  rester trop longtemps  dans ce lieu froid et quand 'on est victime blessée physiquement...","32 Bd Carnot, 78110 Le Vésinet",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['incapable', 'taper', 'adresse', 'exacte', 'commissariat', 'causé', 'tort', 'dossier', 'dû', 'relire', 'sincèrement', 'envie', 'rester', 'trop', 'longtemps', 'lieu', 'froid', 'quand', 'victime', 'blessée', 'physiquement']",Négatif,incapable taper adresse exacte
Police Nationale,"On se présente au commissariat pour être écoutés, on attends 30 mn pour qu’un agent reprenne ses fonction à l’accueil pendant que les autres se marrent de l’autre côté, des éclats de rire des courses dans le couloir pour qu’au final on nous …","32 Bd Carnot, 78110 Le Vésinet",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['présente', 'commissariat', 'être', 'écoutés', 'attends', 'mn', 'agent', 'reprenne', 'fonction', 'accueil', 'pendant', 'autres', 'marrent', 'autre', 'côté', 'éclats', 'rire', 'courses', 'couloir', 'final']",Négatif,autre présente commissariat être
Commissariat Central de Police du 12e arrondissement,"Pourquoi la Police n’intervient pas pour secourir un citoyen victime d'une agression physique et qui appelle le 17 plusieurs fois.
(agression a la station Taxi de la gare de Lyon, le 17 Aout a 21h35, le 17 a été appelé 6 fois, aucun policier ne s'est déplacé.)","80 Av. Daumesnil, 75012 Paris",il y a 9 mois, Ile-de-France,48.6443057,2.7537863,"['pourquoi', 'police', 'intervient', 'secourir', 'citoyen', 'victime', 'agression', 'physique', 'appelle', 'plusieurs', 'fois', 'agression', 'station', 'taxi', 'gare', 'lyon', 'aout', 'appelé', 'fois', 'aucun', 'policier', 'déplacé']",Négatif,agression fois pourquoi police
Commissariat Central de Police du 12e arrondissement,"On se fait agresser par des tarés. On appelle la police. On se fait engueuler par le standard de la police appellé avant de se faire agresser. La police n'est toujours pas ici après 20+++ minutes (correction, rien après 1h). Du sang sur les lieux de l'agression. Merci la police... OÙ ÊTES VOUS? QUI NOUS PROTÈGE? OÙ VONT NOS IMPÔTS?","80 Av. Daumesnil, 75012 Paris",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['fait', 'agresser', 'tarés', 'appelle', 'police', 'fait', 'engueuler', 'standard', 'police', 'appellé', 'avant', 'faire', 'agresser', 'police', 'toujours', 'ici', 'après', 'minutes', 'correction', 'rien', 'après', 'sang', 'lieux', 'agression', 'merci', 'police', 'où', 'protège', 'où', 'vont', 'impôts']",Négatif,police fait agresser après
Commissariat Central de Police du 12e arrondissement,A 2 jours d'intervalle mon compagnon et moi nous sommes fait volé nos 2 vélos dans la nuit. Alors qu'ils étaient stationnés dans la rue du commissariat... …,"80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['jours', 'intervalle', 'compagnon', 'fait', 'volé', 'vélos', 'nuit', 'alors', 'stationnés', 'rue', 'commissariat']",Négatif,jours intervalle compagnon fait
Commissariat Central de Police du 12e arrondissement,"A l'instant, suite à une aggression, avec en plus tentative de vol de mon téléphone et de mon sac a l'arraché. Je tente de joindre le comiceriat.. Ma surprise quand je tombe sur un répondeur téléphonique m'indiquant d'appeler un numéro …","80 Av. Daumesnil, 75012 Paris",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['instant', 'suite', 'aggression', 'plus', 'tentative', 'vol', 'téléphone', 'sac', 'arraché', 'tente', 'joindre', 'comiceriat', 'surprise', 'quand', 'tombe', 'répondeur', 'téléphonique', 'indiquant', 'appeler', 'numéro']",Négatif,instant suite aggression plus
Commissariat Central de Police du 12e arrondissement,Visite le 31 mai entre 10Het 10h30. J'ai assisté à une scène odieuse. Une dame née en 1947 comme l'a hurlé la personne à l'accueil venait établir une procuration pour les prochaines élections. L'agent(e) l'a sermonnée et humiliée devant …,"80 Av. Daumesnil, 75012 Paris",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['visite', 'mai', 'entre', 'het', 'assisté', 'scène', 'odieuse', 'dame', 'née', 'comme', 'hurlé', 'personne', 'accueil', 'venait', 'établir', 'procuration', 'prochaines', 'élections', 'agent', 'e', 'sermonnée', 'humiliée', 'devant']",Négatif,visite mai entre het
Commissariat Central de Police du 12e arrondissement,"Ma fille s'est fait agresser dans un bar hier et voler son téléphone. Le téléphone, grâce à son GPS, bipe à 2 adresses. La 1ère dés ce matin et toute la matinée chez l'agresseur. Dans le 93 à Villemomble. Une maisonnette, pas une cité. …","80 Av. Daumesnil, 75012 Paris",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,"['fille', 'fait', 'agresser', 'bar', 'hier', 'voler', 'téléphone', 'téléphone', 'grâce', 'gps', 'bipe', 'adresses', 'ère', 'dés', 'matin', 'toute', 'matinée', 'chez', 'agresseur', 'villemomble', 'maisonnette', 'cité']",Négatif,téléphone fille fait agresser
Commissariat Central de Police du 12e arrondissement,"Ravie de constater que la consommation de cannabis en pleine rue, enfumant les voisins au dessus en pleine canicule n'est pas un motif suffisant pour se déplacer. Le bruit depuis 1h et cela a 3h30 du matin n'est pas valable non plus. Dommage. J'aurais au moins apprécié un interlocuteur poli au téléphone.","80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['ravie', 'constater', 'consommation', 'cannabis', 'pleine', 'rue', 'enfumant', 'voisins', 'dessus', 'pleine', 'canicule', 'motif', 'suffisant', 'déplacer', 'bruit', 'depuis', 'cela', 'matin', 'valable', 'non', 'plus', 'dommage', 'moins', 'apprécié', 'interlocuteur', 'poli', 'téléphone']",Négatif,pleine ravie constater consommation
Commissariat Central de Police du 12e arrondissement,"Rdv aujourd’hui pour un dépôt de plainte , je suis reçu par une personne désagréable elle était énervé donc vous comprenez bien qu’elle s’en prend à moi , je n’est pas compris surtout qu’ils sont là pour nous aider et pas pour nous parler …","80 Av. Daumesnil, 75012 Paris",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['rdv', 'aujourd', 'hui', 'dépôt', 'plainte', 'reçu', 'personne', 'désagréable', 'énervé', 'donc', 'comprenez', 'prend', 'compris', 'surtout', 'là', 'aider', 'parler']",Négatif,rdv aujourd hui dépôt
Commissariat Central de Police du 12e arrondissement,Ils n’ont jamais voulu prendre en compte ma demande d’aide pour une amie qui a disparue et finalement retrouvée dans un hôpital. Vu que je ne suis pas de la famille ça sert à rien (ce qui dans la loi est vrai). J’ai même pas eu le droit de …,"80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['jamais', 'voulu', 'prendre', 'compte', 'demande', 'aide', 'amie', 'disparue', 'finalement', 'retrouvée', 'hôpital', 'vu', 'famille', 'ça', 'sert', 'rien', 'loi', 'vrai', 'droit']",Négatif,jamais voulu prendre compte
Commissariat Central de Police du 12e arrondissement,"Ce sont des fenians
Mon fils qui a disparu depuis 15 jours ,ils ne veulent même pas bouger un seul doigt ! …","80 Av. Daumesnil, 75012 Paris",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['fenians', 'fils', 'disparu', 'depuis', 'jours', 'veulent', 'bouger', 'seul', 'doigt']",Négatif,fenians fils disparu depuis
Commissariat Central de Police du 12e arrondissement,"Hier soir alors que je venais pour déposer plainte pour un vol de téléphone à l'arraché, on m'a indiqué que les dépôts de plaintes étaient fermés car il était 20H. A quel moment les dépôts de plainte ferment? Foutage de gueule!","80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['hier', 'soir', 'alors', 'venais', 'déposer', 'plainte', 'vol', 'téléphone', 'arraché', 'indiqué', 'dépôts', 'plaintes', 'fermés', 'car', 'quel', 'moment', 'dépôts', 'plainte', 'ferment', 'foutage', 'gueule']",Négatif,plainte dépôts hier soir
Commissariat Central de Police du 12e arrondissement,Je les appel régulièrement pour du tapage nocturne ds l allée ou je vis ils ne sont pas capable de venir a 200. Pr demander au jeunes d arrêter leur musique à fond la nuit. …,"80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['appel', 'régulièrement', 'tapage', 'nocturne', 'ds', 'allée', 'vis', 'capable', 'venir', 'pr', 'demander', 'jeunes', 'arrêter', 'musique', 'fond', 'nuit']",Négatif,appel régulièrement tapage nocturne
Commissariat Central de Police du 12e arrondissement,"Très mécontent par la dame à l’accueil (une femme brune d’un certain âge , lunettes de vue ). mon ami sourd m'a signalé qu'elle a dû refuser en communication avec lui , c'est l'audisme !!!alors je lui ai rejoint au commissariat.Elle a …","80 Av. Daumesnil, 75012 Paris",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['très', 'mécontent', 'dame', 'accueil', 'femme', 'brune', 'certain', 'âge', 'lunettes', 'vue', 'ami', 'sourd', 'signalé', 'dû', 'refuser', 'communication', 'audisme', 'alors', 'rejoint', 'commissariat']",Négatif,très mécontent dame accueil
Commissariat Central de Police du 12e arrondissement,De loin le pire accueil du service public que j'ai jamais vu. Je défendrai toujours mordicus les fonctionnaires et le service public mais les recommandations la Charte Marianne et une reprise en main  des personnes de l'accueil devraient être des priorités.,"80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['loin', 'pire', 'accueil', 'service', 'public', 'jamais', 'vu', 'défendrai', 'toujours', 'mordicus', 'fonctionnaires', 'service', 'public', 'recommandations', 'charte', 'marianne', 'reprise', 'main', 'personnes', 'accueil', 'devraient', 'être', 'priorités']",Négatif,accueil service public loin
Commissariat Central de Police du 12e arrondissement,Cellule crasseuse un simple banc pour 3 personne pendant plusieurs jour...la bouffe est inbouffable et il y a vraiment des gens cheulou...,"80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['cellule', 'crasseuse', 'simple', 'banc', 'personne', 'pendant', 'plusieurs', 'jour', 'bouffe', 'inbouffable', 'vraiment', 'gens', 'cheulou']",Négatif,cellule crasseuse simple banc
Commissariat Central de Police du 12e arrondissement,Des appelles passer mais la dame au téléphone me raccroche au nez c'est ça la police ?,"80 Av. Daumesnil, 75012 Paris",il y a 7 mois, Ile-de-France,48.6443057,2.7537863,"['appelles', 'passer', 'dame', 'téléphone', 'raccroche', 'nez', 'ça', 'police']",Négatif,appelles passer dame téléphone
Commissariat Central de Police du 12e arrondissement,Le policier n'arrêtait pas de renifler pendant qu'il tapait sur son ordinateur. Et il a refusé mon mouchoir lorsque je lui en ai tendu un.,"80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['policier', 'arrêtait', 'renifler', 'pendant', 'tapait', 'ordinateur', 'refusé', 'mouchoir', 'lorsque', 'tendu']",Négatif,policier arrêtait renifler pendant
Commissariat Central de Police du 12e arrondissement,Y'avait des policiers partout et ils posaient plein de questions  Très désagréable,"80 Av. Daumesnil, 75012 Paris",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['policiers', 'partout', 'posaient', 'plein', 'questions', 'très', 'désagréable']",Négatif,policiers partout posaient plein
Commissariat Central de Police du 12e arrondissement,"Impossible de joindre ce commissariat au N° affiché
Il faut payer pour appeler la police, c'est scandaleux","80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['impossible', 'joindre', 'commissariat', 'affiché', 'faut', 'payer', 'appeler', 'police', 'scandaleux']",Négatif,impossible joindre commissariat affiché
Commissariat Central de Police du 12e arrondissement,"+2h d'attente pour déposer une plainte....
10 personnes devant moi pour 2 plaintiers !!!","80 Av. Daumesnil, 75012 Paris",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['attente', 'déposer', 'plainte', 'personnes', 'devant', 'plaintiers']",Négatif,attente déposer plainte personnes
